gene_symbol_A	hprd_id_A	protein_accession_A	gene_symbol_B	hrpd_id_B	protein_accession_B
BTK	2248	NP_000052.1	PIK3AP1	6401	NP_689522.2
BTK	2248	NP_000052.1	PIP4K2A	11931	NP_005019.2
BTK	2248	NP_000052.1	PIP4K2C	15138	NP_079055.3
BTK	2248	NP_000052.1	CMTM3	16259	NP_653202.1
NGFRAP1	2291	NP_055195.1	DIABLO	5560	NP_063940.1
TLR7	2295	NP_057646.1	MYD88	3703	NP_002459.2
TLR8	2296	NP_057694.2	MYD88	3703	NP_002459.2
WAS	2314	NP_000368.1	DLG1	3007	NP_004078.2
CRYGC	435	NP_066269.1	CRYAA	427	NP_000385.1
WAS	2314	NP_000368.1	HCLS1	3199	NP_005326.2
GATA1	2372	NP_002040.1	MAPK3	3479	NP_002737.2
GATA1	2372	NP_002040.1	HEY1	4260	NP_001035798.1
GATA1	2372	NP_002040.1	ZFPM1	11800	NP_722520.2
F8A1	2374	NP_036283.2	TLR10	5884	NP_112218.2
ELK1	2407	NP_005220.2	ID3	2608	NP_002158.3
ELK1	2407	NP_005220.2	ID2	2664	NP_002157.2
ELK1	2407	NP_005220.2	MAPK8	3100	NP_620637.1
ELK1	2407	NP_005220.2	MAP2K3	3816	NP_659732.1
ELK1	2407	NP_005220.2	ID1	8980	NP_002156.2
CRYZ	437	NP_001880.2	CRYAA	427	NP_000385.1
SYN1	2433	NP_008881.2	MAPK3	3479	NP_002737.2
AR	2437	NP_000035.2	RUNX2	2566	NP_001019801.3
AR	2437	NP_000035.2	CASP3	2799	NP_004337.2
AR	2437	NP_000035.2	IL6ST	2824	NP_002175.2
AR	2437	NP_000035.2	IARS	2832	NP_038203.2
AR	2437	NP_000035.2	NCOR2	2910	NP_006303.3
AR	2437	NP_000035.2	UBE3A	3375	NP_000453.2
AR	2437	NP_000035.2	PTEN	3431	NP_000305.3
AR	2437	NP_000035.2	CASP7	3457	NP_203124.1
AR	2437	NP_000035.2	NRIP1	3927	NP_003480.2
LALBA	1024	NP_002280.1	CRYAA	427	NP_000385.1
AR	2437	NP_000035.2	PXN	3937	BAA18998.1
AR	2437	NP_000035.2	TGIF1	4023	NP_733796.2
AR	2437	NP_000035.2	PRMT1	4257	NP_001527.3
AR	2437	NP_000035.2	CCNH	9059	NP_001230.1
AR	2437	NP_000035.2	PIAS3	9068	NP_006090.2
AR	2437	NP_000035.2	CDK7	15993	NP_001790.1
AR	2437	NP_000035.2	PSMC3IP	16362	NP_057640.1
TBP	2511	NP_003185.1	RNF4	4167	NP_002929.1
TBP	2511	NP_003185.1	RUVBL1	9143	NP_003698.1
MIP	1098	NP_036196.1	CRYAA	427	NP_000385.1
TNS1	2512	NP_072174.3	PTK2	2859	NP_005598.3
SYK	2514	NP_003168.2	PLCG2	2570	AAH11772.1
SYK	2514	NP_003168.2	VAV2	2694	NP_001127870.1
SYK	2514	NP_003168.2	RPS6KA1	3402	NP_001006666.1
SYK	2514	NP_003168.2	MAPK3	3479	NP_002737.2
SYK	2514	NP_003168.2	TLR4	4325	NP_612564.1
SYK	2514	NP_003168.2	CBLB	5136	NP_733762.2
SYK	2514	NP_003168.2	PRKD1	5668	NP_002733.2
SYK	2514	NP_003168.2	PIK3AP1	6401	NP_689522.2
SYK	2514	NP_003168.2	LAX1	8312	NP_060243.2
HSPB1	9076	NP_001531.1	CRYAA	427	NP_000385.1
CREBBP	2534	NP_004371.2	SRF	2788	NP_003122.1
CREBBP	2534	NP_004371.2	CHUK	2811	NP_001269.3
ITPR2	2536	NP_002214.2	BANK1	9819	NP_060405.4
MST1R	2545	NP_002438.2	YWHAZ	3183	NP_003397.1
MST1R	2545	NP_002438.2	YWHAB	3184	NP_003395.1
MST1R	2545	NP_002438.2	SFN	3185	NP_006133.1
MST1R	2545	NP_002438.2	GAB1	5116	NP_997006.1
MST1R	2545	NP_002438.2	YWHAE	5457	NP_006752.1
JAK3	2547	NP_000206.2	SOCS3	5006	NP_003946.3
JAK3	2547	NP_000206.2	INPP5D	9033	NP_001017915.1
CRYBB2	430	NP_000487.1	CRYAB	428	NP_001876.1
RUNX2	2566	NP_001019801.3	DVL2	3690	NP_004413.1
RUNX2	2566	NP_001019801.3	MAP3K4	3886	NP_005913.2
RUNX2	2566	NP_001019801.3	AXIN1	4819	NP_003493.1
PLCG2	2570	AAH11772.1	TEC	2786	NP_003206.2
PLCG2	2570	AAH11772.1	DAPP1	5773	NP_055210.2
PLCG2	2570	AAH11772.1	LIME1	7904	NP_060276.2
ELK4	2592	NP_001964.2	ID3	2608	NP_002158.3
ELK4	2592	NP_001964.2	ID2	2664	NP_002157.2
ELK4	2592	NP_001964.2	MAPK7	3952	NP_620603.2
ELK4	2592	NP_001964.2	ID1	8980	NP_002156.2
SPTBN2	5404	NP_008877.1	ACTA1	30	NP_001091.1
CRYGC	435	NP_066269.1	CRYAB	428	NP_001876.1
ELK3	2593	NP_005221.2	ID2	2664	NP_002157.2
NOTCH2	2606	NP_077719.2	PSEN2	2860	NP_000438.2
NOTCH2	2606	NP_077719.2	MAML2	9608	NP_115803.1
NOTCH2	2606	NP_077719.2	MAML3	10066	NP_061187.2
NOTCH3	2607	NP_000426.2	PSEN2	2860	NP_000438.2
NOTCH3	2607	NP_000426.2	MAML2	9608	NP_115803.1
NOTCH3	2607	NP_000426.2	MAML3	10066	NP_061187.2
ID3	2608	NP_002158.3	TCF12	2725	NP_996919.1
MAPK14	2619	NP_001306.1	NFATC1	2729	NP_765975.1
MAPK14	2619	NP_001306.1	MAP3K7	4011	NP_663304.1
PSMA3	1463	NP_002779.1	CRYAB	428	NP_001876.1
RAPGEF1	2627	NP_941372.1	RHOQ	5791	NP_036381.2
RAPGEF1	2627	NP_941372.1	NEDD9	11888	NP_006394.1
PSMB5	2629	NP_002788.1	TRAF6	3833	NP_665802.1
TNFRSF4	2636	NP_003318.1	TRAF1	3418	NP_005649.1
TNFRSF4	2636	NP_003318.1	TNFRSF9	3767	NP_001552.2
TNFRSF4	2636	NP_003318.1	TRAF4	3915	NP_004286.2
TNFRSF4	2636	NP_003318.1	SIVA1	16124	NP_006418.2
FLII	2647	NP_002009.1	MYD88	3703	NP_002459.2
KTN1	2661	NP_891556.1	IKBKE	5442	NP_054721.1
NTRK2	2712	NP_006171.2	SHC1	2780	NP_001123512.1
TTN	1787	NP_596869.3	CRYAB	428	NP_001876.1
NTRK2	2712	NP_006171.2	SH2B2	16097	NP_066189.3
TCF12	2725	NP_996919.1	ID1	8980	NP_002156.2
NFATC1	2729	NP_765975.1	PPP3R1	3195	NP_000936.1
NFATC2	2730	NP_775114.1	PPP3R1	3195	NP_000936.1
NCK1	2740	NP_006144.1	MAP4K1	3583	NP_009112.1
NCK1	2740	NP_006144.1	FRS2	6372	NP_006645.3
NCK1	2740	NP_006144.1	CD3E	8923	NP_000724.1
MARK2	2753	NP_001034558.2	DVL3	3222	NP_004414.3
MARK2	2753	NP_001034558.2	MAP3K3	3965	NP_976226.1
VANGL2	2758	Q9ULK5	MAGI3	11290	NP_001136254.1
STAT1	2777	NP_009330.1	STAT5A	3301	NP_003143.2
STAT1	2777	NP_009330.1	FADD	3909	NP_003815.1
STAT1	2777	NP_009330.1	STAT5B	5037	NP_036580.2
STAT2	2778	NP_005410.1	HDAC1	3143	NP_004955.2
STAT2	2778	NP_005410.1	STAT6	3302	NP_003144.3
SHC1	2780	NP_001123512.1	TEC	2786	NP_003206.2
SHC1	2780	NP_001123512.1	SOS2	3149	NP_008870.2
SHC1	2780	NP_001123512.1	STAT5A	3301	NP_003143.2
SHC1	2780	NP_001123512.1	GRB7	3311	NP_005301.2
SHC1	2780	NP_001123512.1	DOK1	4228	NP_001372.1
BMPR2	2880	NP_001195.2	CRYAB	428	NP_001876.1
SHC1	2780	NP_001123512.1	STAT5B	5037	NP_036580.2
SHC1	2780	NP_001123512.1	GRAP	5062	NP_006604.1
SHC1	2780	NP_001123512.1	SH2B2	16097	NP_066189.3
TEC	2786	NP_003206.2	DOK1	4228	NP_001372.1
TEC	2786	NP_003206.2	PIP5K1A	4470	AAC50911.1
TEC	2786	NP_003206.2	PIP4K2A	11931	NP_005019.2
SRF	2788	NP_003122.1	CASP6	3321	NP_001217.2
SRF	2788	NP_003122.1	CASP8	3459	NP_001073594.1
SRF	2788	NP_003122.1	CASP9	3756	NP_001220.2
CASP3	2799	NP_004337.2	BID	3590	NP_932070.1
HSPB1	9076	NP_001531.1	CRYAB	428	NP_001876.1
CASP3	2799	NP_004337.2	RAC1	3627	NP_061485.1
CASP3	2799	NP_004337.2	MCL1	8870	NP_068779.1
CASP3	2799	NP_004337.2	CDK11B	8909	NP_001778.1
CASP2	2800	NP_116764.2	CFLAR	4671	NP_003870.4
CHUK	2811	NP_001269.3	CHUK	2811	NP_001269.3
CHUK	2811	NP_001269.3	NR2C2	3253	NP_003289.2
CHUK	2811	NP_001269.3	HIST3H3	4156	NP_003484.1
CHUK	2811	NP_001269.3	HSP90AB1	6763	NP_031381.2
CHUK	2811	NP_001269.3	PEBP1	6850	NP_002558.1
CHUK	2811	NP_001269.3	STAP2	7430	NP_060190.2
CRYGC	435	NP_066269.1	CRYBB2	430	NP_000487.1
FZD2	2813	NP_001457.1	DLG4	4199	NP_001356.1
KPNA2	2818	NP_002257.1	RELB	6886	NP_006500.2
KPNA2	2818	NP_002257.1	NFKBIB	7260	NP_002494.2
ECH1	2825	NP_001389.2	TLR10	5884	NP_112218.2
IHH	2839	NP_002172.2	HHIP	6937	NP_071920.1
MMP14	2856	NP_004986.1	CAV1	3028	NP_001744.2
PTK2	2859	NP_005598.3	ROCK1	3414	NP_005397.1
IRS2	2878	NP_003740.2	PIK3CD	4161	AAB53966.1
IRS2	2878	NP_003740.2	PIK3R2	4404	NP_005018.1
IRS2	2878	NP_003740.2	SOCS1	4669	NP_003736.1
HSPB1	9076	NP_001531.1	CRYBB2	430	NP_000487.1
IRS2	2878	NP_003740.2	PIK3R3	5831	NP_003620.3
IRS2	2878	NP_003740.2	SOCS7	12299	NP_055413.1
NCOR2	2910	NP_006303.3	ESR2	3390	NP_001428.1
NCOR1	2911	NP_006302.2	ESR2	3390	NP_001428.1
CSNK1E	2919	NP_001885.1	DVL3	3222	NP_004414.3
CSNK1E	2919	NP_001885.1	AXIN2	4935	NP_004646.3
CSNK1E	2919	NP_001885.1	SOCS3	5006	NP_003946.3
PDCD2	2922	NP_002589.2	NFKBIB	7260	NP_002494.2
GHR	2971	NP_000154.1	CISH	3897	NP_037456.5
E2F5	2983	NP_001942.2	SMAD3	4380	NP_005893.1
HSPB1	9076	NP_001531.1	CRYGC	435	NP_066269.1
SMAD4	2995	NP_005350.1	ESR2	3390	NP_001428.1
SMAD4	2995	NP_005350.1	EP300	4078	NP_001420.2
SMAD4	2995	NP_005350.1	CTCF	5005	NP_006556.1
SMAD4	2995	NP_005350.1	TRAP1	5868	NP_057376.2
SMAD4	2995	NP_005350.1	PARD3	5994	NP_062565.2
SMAD4	2995	NP_005350.1	PIAS2	6944	NP_004662.2
EPHB2	2997	NP_004433.2	SDCBP	3741	NP_005616.2
EPHB2	2997	NP_004433.2	PICK1	16176	NP_036539.1
DLG1	3007	NP_004078.2	FZD7	4560	NP_003498.1
TFF1	219	NP_003216.1	UBQLN4	5670	NP_064516.2
DLG1	3007	NP_004078.2	FZD4	5203	NP_036325.2
DLG1	3007	NP_004078.2	WNT3A	5897	NP_149122.1
PKN1	3019	NP_998725.1	TRAF2	3538	NP_066961.2
CAV1	3028	NP_001744.2	GRB7	3311	NP_005301.2
CAV1	3028	NP_001744.2	MAPK3	3479	NP_002737.2
CAV1	3028	NP_001744.2	TRAF6	3833	NP_665802.1
CAV1	3028	NP_001744.2	DNM1	3851	NP_004399.2
CAV1	3028	NP_001744.2	PLD1	3855	NP_002653.1
H3F3B	3036	NP_005315.1	CARM1	9158	NP_954592.1
MAPK8	3100	NP_620637.1	SMAD2	3221	NP_005892.1
CORO2B	5416	NP_006082.3	ACTA1	30	NP_001091.1
CASP6	3321	NP_001217.2	PCYT1A	438	NP_005008.2
MAPK8	3100	NP_620637.1	BAD	4409	NP_004313.1
DNAJC3	3114	NP_006251.1	TIRAP	5878	AAH32474.1
TLR1	3119	NP_003254.2	TRAP1	5868	NP_057376.2
TLR1	3119	NP_003254.2	TLR10	5884	NP_112218.2
TLR1	3119	NP_003254.2	DHX36	9918	NP_065916.2
IL1RL1	3123	NP_057316.3	MYD88	3703	NP_002459.2
IL1RL1	3123	NP_057316.3	TIRAP	5878	AAH32474.1
PTK2B	3131	NP_004094.3	SH2D3C	5284	NP_733745.1
PTK2B	3131	NP_004094.3	STAP1	16053	NP_036240.1
DAB2	3139	NP_001334.2	AXIN1	4819	NP_003493.1
CASP8	3459	NP_001073594.1	PCYT1A	438	NP_005008.2
HDAC1	3143	NP_004955.2	TGIF1	4023	NP_733796.2
HDAC1	3143	NP_004955.2	SENP1	7153	NP_055369.1
SOS2	3149	NP_008870.2	CRKL	3596	NP_005198.1
MAP2K6	3155	NP_002749.2	TRAF6	3833	NP_665802.1
MAP2K2	3164	NP_109587.1	MAP2K2	3164	NP_109587.1
YWHAZ	3183	NP_003397.1	MAP3K3	3965	NP_976226.1
YWHAB	3184	NP_003395.1	MAP3K3	3965	NP_976226.1
YWHAB	3184	NP_003395.1	BCL2L11	4828	NP_619527.1
MAP2K4	3213	NP_003001.1	MAP3K14	5230	NP_003945.2
DVL1	3220	NP_004412.2	RAC1	3627	NP_061485.1
TGFB1I1	3831	NP_001035919.1	UBQLN4	5670	NP_064516.2
DVL1	3220	NP_004412.2	SMAD7	4241	NP_005895.1
DVL1	3220	NP_004412.2	SMAD3	4380	NP_005893.1
SMAD2	3221	NP_005892.1	ESR2	3390	NP_001428.1
SMAD2	3221	NP_005892.1	TP73	3587	NP_005418.1
SMAD2	3221	NP_005892.1	MAPK9	4206	NP_002743.3
SMAD2	3221	NP_005892.1	HGS	5085	NP_004703.1
SMAD2	3221	NP_005892.1	KAT2B	6780	NP_003875.3
SMAD2	3221	NP_005892.1	STAMBPL1	16486	NP_065850.1
DVL3	3222	NP_004414.3	AXIN1	4819	NP_003493.1
DVL3	3222	NP_004414.3	NKD1	8482	NP_149110.1
SEC62	3706	NP_003253.1	CIC	10831	NP_055940.3
DVL3	3222	NP_004414.3	PPP2CA	8912	NP_002706.1
BCL7A	3243	NP_066273.1	RELB	6886	NP_006500.2
NR2C2	3253	NP_003289.2	TRAF2	3538	NP_066961.2
NR2C2	3253	NP_003289.2	MAP3K7IP1	4012	NP_006107.1
NR2C2	3253	NP_003289.2	FKBP5	4019	NP_004108.1
NR2C2	3253	NP_003289.2	IKBKB	4462	NP_001547.1
NR2C2	3253	NP_003289.2	CDC37	5456	NP_008996.1
NR2C2	3253	NP_003289.2	MAP3K7IP2	5483	NP_055908.1
NR2C2	3253	NP_003289.2	HSP90AB1	6763	NP_031381.2
NR2C2	3253	NP_003289.2	PEBP1	6850	NP_002558.1
SKP1	3255	NP_733779.1	NFKBIE	5181	NP_004547.2
SKP1	3255	NP_733779.1	NFKBIB	7260	NP_002494.2
PEG3	3285	NP_006201.1	TRAF2	3538	NP_066961.2
STAT5A	3301	NP_003143.2	PPP2CA	8912	NP_002706.1
STAT6	3302	NP_003144.3	HIST2H3C	11822	NP_066403.2
GRB7	3311	NP_005301.2	MAP3K14	5230	NP_003945.2
GRB10	3312	NP_005302.3	DOK1	4228	NP_001372.1
GRB10	3312	NP_005302.3	MAP3K14	5230	NP_003945.2
GRB14	3313	NP_004481.2	MAP3K14	5230	NP_003945.2
CASP6	3321	NP_001217.2	SRP72	3671	NP_008878.3
ATF1	440	NP_005162.1	ATF1	440	NP_005162.1
CASP6	3321	NP_001217.2	CFLAR	4671	NP_003870.4
IRF8	3336	NP_002154.1	TRAF6	3833	NP_665802.1
WNT7A	3341	NP_004616.2	FZD5	3427	NP_003459.2
SMAD1	3356	NP_005891.1	KAT2B	6780	NP_003875.3
LCP2	3362	NP_005556.1	VAV3	5706	NP_006104.4
SMARCB1	3364	NP_003064.2	RELB	6886	NP_006500.2
ESR2	3390	NP_001428.1	ESR2	3390	NP_001428.1
ESR2	3390	NP_001428.1	MAPK11	4208	AAB05036.1
ESR2	3390	NP_001428.1	SMAD3	4380	NP_005893.1
ESR2	3390	NP_001428.1	PPARGC1A	5155	NP_037393.1
CREB1	442	NP_604391.1	ATF1	440	NP_005162.1
ESR2	3390	NP_001428.1	AKAP13	5253	NP_006729.4
ESR2	3390	NP_001428.1	NR0B1	8362	NP_000466.2
ESR2	3390	NP_001428.1	PRMT2	9060	NP_996845.1
ESR2	3390	NP_001428.1	NCOA7	14814	NP_861447.3
ESR2	3390	NP_001428.1	TRIM59	15568	NP_775107.1
DPF2	3394	NP_006259.1	RELB	6886	NP_006500.2
PSMC5	3400	NP_002796.4	GTF2B	8928	NP_001505.1
PSMC5	3400	NP_002796.4	TAF10	15972	NP_006275.1
TRAF1	3418	NP_005649.1	TRAF3IP2	6129	NP_671733.1
FZD5	3427	NP_003459.2	ROR2	3822	NP_004551.2
JUN	1302	NP_002219.1	ATF1	440	NP_005162.1
FZD5	3427	NP_003459.2	LRP6	4617	NP_002327.2
SMARCC1	3435	NP_003065.3	RELB	6886	NP_006500.2
SMARCC2	3437	NP_003066.2	RELB	6886	NP_006500.2
CASP7	3457	NP_203124.1	RAC1	3627	NP_061485.1
CASP7	3457	NP_203124.1	CFLAR	4671	NP_003870.4
CASP7	3457	NP_203124.1	STK24	10385	NP_003567.2
CASP10	3458	NP_116759.2	BID	3590	NP_932070.1
CASP8	3459	NP_001073594.1	TRAF2	3538	NP_066961.2
CASP8	3459	NP_001073594.1	PARK2	3967	NP_004553.2
CASP8	3459	NP_001073594.1	CDK11B	8909	NP_001778.1
SPI1	1305	NP_001074016.1	ATF1	440	NP_005162.1
CASP8	3459	NP_001073594.1	RALBP1	9013	NP_006779.1
CASP8	3459	NP_001073594.1	STK24	10385	NP_003567.2
VDR	3463	NP_000367.1	SMAD3	4380	NP_005893.1
MAPK3	3479	NP_002737.2	PXN	3937	BAA18998.1
MAPK3	3479	NP_002737.2	TGIF1	4023	NP_733796.2
MAPK3	3479	NP_002737.2	PAK2	5428	NP_002568.2
MAPK3	3479	NP_002737.2	FCGR2B	6849	NP_003992.3
MAPK3	3479	NP_002737.2	PPP2CA	8912	NP_002706.1
MAPK3	3479	NP_002737.2	PPP1CA	15942	NP_001008709.1
TRAF2	3538	NP_066961.2	FADD	3909	NP_003815.1
CREBBP	2534	NP_004371.2	ATF1	440	NP_005162.1
TRAF2	3538	NP_066961.2	MAP3K7IP2	5483	NP_055908.1
TRAF2	3538	NP_066961.2	RALBP1	9013	NP_006779.1
TRAF2	3538	NP_066961.2	MAST2	11294	NP_055927.2
TRAF3	3539	NP_663777.1	TRAF5	3834	NP_004610.1
TRAF3	3539	NP_663777.1	TTRAP	5771	NP_057698.2
TRAF3	3539	NP_663777.1	TICAM1	6350	NP_891549.1
JAG1	3562	NP_000205.1	POFUT1	6319	NP_056167.1
NCOA3	3570	NP_858045.1	DDX17	10532	NP_001091974.1
MAP4K1	3583	NP_009112.1	MAP4K1	3583	NP_009112.1
KIF23	5455	NP_612565.1	ACTA1	30	NP_001091.1
CAMK2G	3672	NP_751911.1	ATF1	440	NP_005162.1
MAP4K1	3583	NP_009112.1	LAT	3832	NP_001014989.2
MAP4K1	3583	NP_009112.1	DAPP1	5773	NP_055210.2
TP73	3587	NP_005418.1	SMAD3	4380	NP_005893.1
BID	3590	NP_932070.1	MCL1	8870	NP_068779.1
CRKL	3596	NP_005198.1	WIPF1	3835	NP_003378.3
CRKL	3596	NP_005198.1	STAT5B	5037	NP_036580.2
FUT7	3611	NP_004470.1	TLR10	5884	NP_112218.2
RAC1	3627	NP_061485.1	DVL2	3690	NP_004413.1
RAC1	3627	NP_061485.1	MAP3K4	3886	NP_005913.2
RAC1	3627	NP_061485.1	TLR2	4323	NP_003255.2
RPS6KA4	4677	NP_003933.1	ATF1	440	NP_005162.1
RAC1	3627	NP_061485.1	ARHGEF7	5688	NP_001106983.1
SH3BP2	3657	NP_003014.3	VAV3	5706	NP_006104.4
DVL2	3690	NP_004413.1	FZD4	5203	NP_036325.2
DVL2	3690	NP_004413.1	DAAM1	9433	NP_055807.1
MYD88	3703	NP_002459.2	TLR2	4323	NP_003255.2
MYD88	3703	NP_002459.2	TLR5	4326	NP_003259.2
MYD88	3703	NP_002459.2	IRF7	5441	NP_004022.2
MYD88	3703	NP_002459.2	TLR10	5884	NP_112218.2
MYD88	3703	NP_002459.2	IRF5	6240	NP_001092099.1
MYD88	3703	NP_002459.2	STAP2	7430	NP_060190.2
CAMK1	5412	NP_003647.1	ATF1	440	NP_005162.1
ADAM10	3723	NP_001101.1	DLL1	5957	NP_005609.3
DEFB4	3739	NP_004933.1	TLR4	4325	NP_612564.1
KAT2A	3807	NP_066564.2	TRRAP	4310	NP_003487.1
TGFB1I1	3831	NP_001035919.1	GIT2	9779	NP_476510.1
RPS6KA5	6789	NP_004746.2	ATF1	440	NP_005162.1
TRAF6	3833	NP_665802.1	TRAF4	3915	NP_004286.2
TRAF6	3833	NP_665802.1	MAP3K3	3965	NP_976226.1
TRAF6	3833	NP_665802.1	PSMC1	4084	NP_002793.2
TRAF6	3833	NP_665802.1	MAP2K7	4309	AAC16273.1
TRAF6	3833	NP_665802.1	TLR3	4324	NP_003256.1
TRAF6	3833	NP_665802.1	PSMD13	4595	NP_787128.2
TRAF6	3833	NP_665802.1	PSMD12	5120	NP_002807.1
TRAF6	3833	NP_665802.1	CYLD	5427	NP_056062.1
TRAF6	3833	NP_665802.1	IRF7	5441	NP_004022.2
HNF1B	8926	NP_000449.1	ATF1	440	NP_005162.1
TRAF6	3833	NP_665802.1	TIRAP	5878	AAH32474.1
TRAF6	3833	NP_665802.1	IRF5	6240	NP_001092099.1
TRAF6	3833	NP_665802.1	KCNQ1	6341	NP_000209.2
TRAF6	3833	NP_665802.1	TRAF7	6977	NP_115647.2
TRAF6	3833	NP_665802.1	PSMD1	10169	NP_002798.2
TRAF6	3833	NP_665802.1	TRAFD1	10994	NP_006691.1
TRAF6	3833	NP_665802.1	MAVS	13847	NP_065797.2
TRAF6	3833	NP_665802.1	PSMD6	18370	NP_055629.1
TRAF5	3834	NP_004610.1	TRAF3IP2	6129	NP_671733.1
PLD1	3855	NP_002653.1	STXBP1	4235	NP_003156.1
EDF1	9235	NP_003783.1	ATF1	440	NP_005162.1
PLD2	3857	NP_002654.3	STXBP1	4235	NP_003156.1
MAP3K4	3886	NP_005913.2	AXIN1	4819	NP_003493.1
FADD	3909	NP_003815.1	RALBP1	9013	NP_006779.1
SIRPA	3912	NP_542970.1	IL1RAP	4021	NP_002173.1
TRAF4	3915	NP_004286.2	TICAM1	6350	NP_891549.1
KHDRBS1	3926	NP_006550.1	GRAP	5062	NP_006604.1
TUBA1A	3959	NP_006000.2	SOCS6	5491	NP_004223.2
TUBA1A	3959	NP_006000.2	SOCS7	12299	NP_055413.1
MAP3K3	3965	NP_976226.1	MAP3K3	3965	NP_976226.1
MAP3K3	3965	NP_976226.1	IKBKB	4462	NP_001547.1
GABPA	11793	NP_002031.2	ATF1	440	NP_005162.1
MAP3K3	3965	NP_976226.1	CDC37	5456	NP_008996.1
MAP3K3	3965	NP_976226.1	WNK1	5570	NP_061852.2
MAP3K3	3965	NP_976226.1	YWHAG	5639	NP_036611.2
MAP3K3	3965	NP_976226.1	HSP90AB1	6763	NP_031381.2
MAP3K3	3965	NP_976226.1	PFDN2	9658	NP_036526.2
MFNG	3988	NP_002396.2	DLL1	5957	NP_005609.3
PAK1	3995	AAC24716.1	BAD	4409	NP_004313.1
PAK1	3995	AAC24716.1	FRS2	6372	NP_006645.3
PAK1	3995	AAC24716.1	GIT2	9779	NP_476510.1
MAP3K7	4011	NP_663304.1	BCL10	4625	NP_003912.1
GABPB1	15975	NP_005245.2	ATF1	440	NP_005162.1
MAP3K7	4011	NP_663304.1	CARD11	6234	NP_115791.3
MAP3K7	4011	NP_663304.1	MAVS	13847	NP_065797.2
MAP3K7IP1	4012	NP_006107.1	MAP3K7IP2	5483	NP_055908.1
FKBP5	4019	NP_004108.1	IKBKE	5442	NP_054721.1
TGIF1	4023	NP_733796.2	SIN3A	9690	NP_056292.1
FHL2	4026	NP_001441.4	TNFRSF11A	4609	NP_003830.1
TNFSF11	4031	NP_003692.1	ADAM17	4703	NP_003174.3
TNFSF11	4031	NP_003692.1	ADAM19	4704	NP_075525.2
TUBB2C	4043	NP_006079.1	SOCS6	5491	NP_004223.2
TUBB2C	4043	NP_006079.1	SOCS7	12299	NP_055413.1
TMF1	3081	NP_009045.2	GFI1B	5088	NP_004179.3
NCOA1	4070	NP_003734.3	PRMT2	9060	NP_996845.1
EP300	4078	NP_001420.2	NCOA2	9066	NP_006531.1
FYB	4107	NP_001456.3	EVL	10942	NP_057421.1
PIK3CD	4161	AAB53966.1	PIK3CD	4161	AAB53966.1
DLG4	4199	NP_001356.1	FZD7	4560	NP_003498.1
DLG4	4199	NP_001356.1	WNT3A	5897	NP_149122.1
MAPK9	4206	NP_002743.3	SMAD3	4380	NP_005893.1
RBBP7	4231	NP_002884.1	APPL1	5053	NP_036228.1
RBBP7	4231	NP_002884.1	APPL2	6945	NP_060641.2
TRIP6	4242	NP_003293.2	TLR2	4323	NP_003255.2
TMPO	1777	NP_003267.1	USP7	3950	NP_003461.2
PRMT1	4257	NP_001527.3	HIST2H4A	11821	NP_003539.1
HEY1	4260	NP_001035798.1	FBXW7	5888	NP_361014.1
TLR2	4323	NP_003255.2	RIPK2	4585	NP_003812.1
TLR2	4323	NP_003255.2	TLR10	5884	NP_112218.2
TLR2	4323	NP_003255.2	TICAM1	6350	NP_891549.1
TLR2	4323	NP_003255.2	MAPK8IP3	12014	NP_055948.2
TLR4	4325	NP_612564.1	TLR5	4326	NP_003259.2
TLR4	4325	NP_612564.1	IRAK2	4491	NP_001561.3
TLR4	4325	NP_612564.1	RIPK2	4585	NP_003812.1
TLR4	4325	NP_612564.1	BCL10	4625	NP_003912.1
CCT4	5506	NP_006421.2	ACTA1	30	NP_001091.1
TP53	1859	NP_000537.3	SCAMP1	6072	NP_004857.4
TLR4	4325	NP_612564.1	NOX4	9243	NP_058627.1
TLR4	4325	NP_612564.1	MAPK8IP3	12014	NP_055948.2
TLR4	4325	NP_612564.1	CNPY4	14611	NP_689968.1
SMAD3	4380	NP_005893.1	CUL1	4389	NP_003583.2
SMAD3	4380	NP_005893.1	BTRC	4596	NP_378663.1
SMAD3	4380	NP_005893.1	NUP153	4899	NP_005115.2
SMAD3	4380	NP_005893.1	AXIN2	4935	NP_004646.3
SMAD3	4380	NP_005893.1	CTCF	5005	NP_006556.1
SMAD3	4380	NP_005893.1	HGS	5085	NP_004703.1
SMAD3	4380	NP_005893.1	PARD3	5994	NP_062565.2
CREM	444	NP_853549.1	CREB1	442	NP_604391.1
SMAD3	4380	NP_005893.1	KAT2B	6780	NP_003875.3
SMAD3	4380	NP_005893.1	RBX1	6794	NP_055063.1
SMARCE1	4382	NP_003070.3	RELB	6886	NP_006500.2
CUL1	4389	NP_003583.2	NFKBIE	5181	NP_004547.2
CUL1	4389	NP_003583.2	NFKBIB	7260	NP_002494.2
PIK3R2	4404	NP_005018.1	SOCS7	12299	NP_055413.1
BAD	4409	NP_004313.1	YWHAG	5639	NP_036611.2
DAXX	4424	NP_001135442.1	HIPK3	5111	NP_005725.3
SMARCA4	4459	NP_001122321.1	RELB	6886	NP_006500.2
IKBKB	4462	NP_001547.1	TBK1	5322	NP_037386.1
NR3C1	679	NP_001019265.1	CREB1	442	NP_604391.1
IKBKB	4462	NP_001547.1	HSP90AB1	6763	NP_031381.2
